id,uri,valid
3691,Q2096837,1
3692,Q1617204,1
3693,Q568617,1
3694,Q1091146,1
3695,Q2612349,1
3696,Q442832,1
3697,Q106572542,1
3698,Q261566,1
3699,Q16845983,1
3700,Q2552873,1
3701,Q2121325,1
3702,Q4869073,1
3703,Q3068648,1
3705,Q606879,1
3706,Q925677,1
3707,Q1422764,1
3708,Q469756,1
3710,Q880574,1
3711,Q3701501,1
3712,Q863573,1
3713,Q1058926,1
3714,Q1144961,1
3716,Q458519,1
3717,Q1073095,1
3718,Q1529784,1
3719,Q178642,1
3720,Q2031683,1
3721,Q406379,1
3722,Q323036,1
3723,Q525276,1
3724,Q3681214,1
3726,Q4039709,1
3727,Q2071101,1
3729,Q764671,1
3730,Q1464530,1
3731,Q1382296,1
3732,Q224565,1
3734,Q1927585,1
3735,Q2002604,1
3736,Q74813,1
3737,Q181684,1
3738,Q2761963,1
3739,Q624790,1
3741,Q731775,1
3742,Q3835953,1
3743,Q1819041,1
3744,Q860153,1
3745,Q716196,1
3746,Q10351540,1
3747,Q10389101,1
3748,Q5651168,1
3749,Q337722,1
3750,Q474280,1
3751,Q2056521,1
3752,Q2374070,1
3753,Q765947,1
3754,Q1155385,1
3756,Q1381710,1
3757,Q164060,1
3758,Q1182558,1
3759,Q4828303,1
3760,Q157400,1
3761,Q464213,1
3762,Q318339,1
3763,Q192915,1
3764,Q1529102,1
3765,Q443897,1
3767,Q1138555,1
3768,Q1329303,1
3769,Q931174,1
3771,Q2275482,1
3773,Q3497137,1
3774,Q108666,1
3775,Q1563511,1
3776,Q523957,1
3777,Q852435,1
3778,Q1133807,1
3779,Q754323,1
3781,Q1134615,1
3782,Q1345756,1
3783,Q1718244,1
3784,Q601984,1
3785,Q5554341,1
3786,Q507863,1
3788,Q370835,1
3789,Q798739,1
3790,Q458326,1
3791,Q1327973,1
3792,Q798671,1
3793,Q5281517,1
3794,Q270303,1
3795,Q4616,1
3796,Q233295,1
3797,Q672354,1
3798,Q582350,1
3799,Q1937415,1
3800,Q913377,1
3802,Q341338,1
3803,Q1365306,1
3804,Q1182562,1
3805,Q334093,1
3806,Q938889,1
3807,Q7603781,1
3808,Q257581,1
3809,Q1325974,1
3810,Q669745,1
3812,Q2067701,1
3813,Q9358670,1
3814,Q616616,1
3816,Q15712757,1
3817,Q545593,1
3818,Q2469809,1
3819,Q4668280,1
3820,Q908396,1
3821,Q559529,1
3822,Q570631,1
3823,Q370375,1
3824,Q1756836,1
3825,Q1162453,1
3826,Q1052860,0
3826,Q3664221,0
3826,Q76642775,0
3827,Q4157304,1
3832,Q319773,1
3833,Q2997032,1
3846,Q2406165,1
3854,Q1951362,1
3855,Q471687,1
3856,Q754094,1
3858,Q2561099,1
3859,Q873413,1
3860,Q3319623,1
3861,Q1475292,1
3862,Q2625883,1
3863,Q700750,1
3864,Q5464179,1
3865,Q45036,1
3866,Q348906,1
3867,Q1882185,1
3868,Q595529,1
3870,Q598330,1
3871,Q313698,1
3872,Q755830,1
3873,Q877858,1
3874,Q128297,1
3875,Q1396434,1
3876,Q178237,1
3877,Q1543576,1
3878,Q232456,1
3879,Q634763,1
3881,Q233977,1
3882,Q108560,1
3883,Q4272960,1
3884,Q1502037,1
3885,Q272496,1
3886,Q357014,1
3888,Q428223,1
3889,Q313009,1
3890,Q1132765,1
3891,Q387820,1
3892,Q1816849,1
3893,Q1754136,1
3894,Q1641565,1
3895,Q941117,1
3896,Q229139,1
3897,Q333183,0
3897,Q4121114,0
3897,Q704645,0
3898,Q966080,1
3899,Q5548652,1
3900,Q3099806,1
3901,Q687651,1
3902,Q1105391,1
3904,Q511646,1
3905,Q543506,1
3906,Q2757200,1
3907,Q1336294,1
3908,Q725738,1
3909,Q681697,1
3910,Q1523567,1
3912,Q11864514,1
3913,Q439151,1
3914,Q810001,1
3915,Q1049681,1
3916,Q644949,1
3917,Q5217076,1
3918,Q1395472,1
3919,Q622312,1
3920,Q216179,1
3921,Q726891,1
3922,Q1424711,1
3923,Q2018222,1
3924,Q3498627,1
3925,Q2526624,1
3927,Q1042468,1
3928,Q175044,1
3930,Q6771813,1
3931,Q712873,1
3934,Q169145,1
3935,Q1441473,1
3936,Q1675003,1
3938,Q622988,1
3940,Q268612,1
3941,Q743137,1
3942,Q3089641,1
3943,Q973760,1
3944,Q1637581,1
3945,Q345928,1
3946,Q907540,1
3947,Q192108,1
3948,Q1364244,1
3949,Q1251522,1
3951,Q282387,1
3952,Q10310961,1
3953,Q241111,1
3954,Q282784,1
3955,Q706575,1
3957,Q1319815,1
3958,Q2359734,1
3959,Q2271828,1
3960,Q237027,1
3961,Q1817585,1
3962,Q516525,1
3963,Q6104178,1
3964,Q125746,1
3966,Q27417,1
3969,Q1865425,1
3970,Q61986,1
3971,Q7883491,1
3972,Q222843,1
3973,Q936010,1
3974,Q836603,1
3975,Q19734,1
3976,Q463432,1
3978,Q156783,1
3979,Q18160607,1
3980,Q313366,1
3981,Q3894906,1
3982,Q240403,1
3983,Q706877,1
3985,Q311748,1
3986,Q5449433,1
3987,Q180850,1
3988,Q250009,1
3990,Q189080,1
3991,Q256750,1
3992,Q313779,1
3993,Q588382,1
3994,Q236114,1
3995,Q740388,1
3996,Q1287407,1
3997,Q1573029,1
3998,Q7119807,1
3999,Q7727484,1
4000,Q15794487,1
4001,Q6494230,1
4002,Q8028196,1
4003,Q389089,1
4004,Q1576116,1
4006,Q16827697,1
4009,Q5403508,1
4010,Q207938,1
4012,Q342857,1
4013,Q11880653,1
4016,Q7334974,1
4019,Q15853160,1
4020,Q15849476,1
4021,Q1672004,1
4022,Q2088986,1
4024,Q311842,1
4025,Q2061634,1
4026,Q6898056,1
4027,Q453691,1
4028,Q1087706,1
4029,Q706820,1
4031,Q15869,1
4032,Q2358013,1
4033,Q3505372,1
4035,Q2604214,1
4036,Q311157,1
4037,Q40586,1
4038,Q5592562,1
4039,Q5204333,1
4040,Q7162791,1
4041,Q471656,1
4043,Q222900,1
4044,Q78837,1
4045,Q4748535,1
4046,Q2109800,1
4048,Q273903,1
4049,Q1254813,1
4051,Q1164913,1
4052,Q1180823,1
4053,Q6920570,1
4054,Q3370807,0
4054,Q99693228,0
4057,Q2492639,1
4058,Q1637693,1
4059,Q1232771,1
4060,Q443135,1
4062,Q313868,1
4063,Q1576623,1
4064,Q1144015,1
4065,Q1903579,1
4066,Q7763989,1
4067,Q5223599,1
4068,Q187709,1
4069,Q178661,1
4072,Q5257819,1
4073,Q908645,1
4074,Q312275,1
4075,Q8058965,1
4076,Q6232972,1
4077,Q3063174,1
4078,Q4047683,1
4079,Q637771,1
4080,Q1393211,1
4081,Q167970,1
4082,Q1191761,1
4087,Q1392583,1
4089,Q1107911,1
4091,Q912581,1
4092,Q622944,1
4094,Q1339380,1
4095,Q3541140,1
4096,Q961810,1
4097,Q126615,1
4098,Q7785862,1
4099,Q1032890,1
4100,Q9286874,1
4101,Q5695071,1
4102,Q690775,1
4103,Q1469760,1
4104,Q1480406,1
4106,Q5420408,1
4107,Q7559400,1
4108,Q5368996,1
4109,Q508888,1
4111,Q341360,1
4113,Q1259392,0
4113,Q6481020,0
4114,Q774923,1
4115,Q16884600,1
4116,Q1133978,1
4118,Q1239214,1
4119,Q2590852,1
4123,Q3008,1
4124,Q7864536,1
4125,Q322265,1
4126,Q153172,1
4127,Q488899,1
4128,Q7231591,1
4129,Q916461,1
4130,Q275059,1
4131,Q815849,1
4132,Q1257490,1
4133,Q332399,1
4134,Q3678982,1
4135,Q327072,1
4136,Q326063,1
4137,Q659555,1
4138,Q4040840,1
4141,Q43510,1
4142,Q11893247,1
4143,Q2449396,1
4144,Q860009,1
4145,Q2070699,1
4146,Q2919700,1
4147,Q236103,1
4148,Q16851261,1
4149,Q5463824,1
4150,Q3051297,1
4151,Q234019,1
4152,Q436915,1
4153,Q780831,1
4154,Q560674,1
4155,Q32645,1
4156,Q32461,1
4158,Q290924,1
4159,Q1044352,1
4160,Q4921269,1
4161,Q743614,1
4162,Q664544,1
4163,Q328333,1
4165,Q550602,1
4166,Q28956988,1
4167,Q6545175,1
4168,Q1719158,1
4169,Q368132,1
4170,Q1186459,1
4171,Q928691,1
4172,Q353316,1
4173,Q838545,1
4174,Q6452631,1
4175,Q1041034,1
4176,Q529289,1
4177,Q722232,1
4178,Q1366272,1
4179,Q266496,1
4180,Q185144,1
4181,Q1066310,1
4182,Q2512966,1
4183,Q38359,1
4184,Q1753446,1
4185,Q1824524,1
4186,Q4766266,1
4187,Q581703,1
4188,Q624538,1
4189,Q1142703,1
4190,Q742178,1
4191,Q1525702,1
4193,Q7749009,1
4194,Q301142,1
4195,Q5107467,1
4196,Q573067,1
4197,Q471205,1
4198,Q2164974,1
4199,Q1430484,1
4200,Q7720230,1
4201,Q1757786,1
4202,Q1757860,1
4203,Q3985668,1
4204,Q2550107,1
4205,Q218814,1
4206,Q2411857,1
4207,Q2892861,1
4208,Q1382101,1
4209,Q270019,1
4210,Q7337257,1
4211,Q584282,1
4212,Q3684833,1
4213,Q165846,1
4214,Q543660,1
4216,Q665979,1
4217,Q4356183,1
4218,Q754051,1
4219,Q7079012,1
4220,Q3641992,1
4222,Q2303544,1
4223,Q1788282,1
4224,Q2303014,1
4228,Q127831,1
4230,Q7713462,1
4232,Q909427,1
4235,Q127472,1
4239,Q2260725,1
4240,Q5422605,1
4242,Q80175,1
4243,Q2484709,1
4244,Q4043113,1
4245,Q4050866,1
4247,Q758846,1
4248,Q2158449,1
4249,Q44399,1
4250,Q1501348,1
4251,Q192725,1
4252,Q240324,1
4253,Q23880,1
4254,Q233393,1
4255,Q1472805,1
4256,Q16491903,1
4257,Q311467,1
4258,Q234428,1
4259,Q1051643,1
4260,Q232214,1
4261,Q4489,1
4262,Q283487,1
4263,Q680105,1
4264,Q201918,1
4265,Q506314,1
4266,Q1201024,1
4267,Q1501183,1
4268,Q526132,1
4269,Q708623,1
4270,Q893858,1
4271,Q193172,1
4272,Q160119,1
4273,Q324645,1
4274,Q1433231,1
4275,Q334537,1
4276,Q937907,1
4277,Q830761,1
4278,Q1142870,1
4279,Q1087665,1
4280,Q1050878,1
4281,Q2733776,1
4282,Q1531529,1
4283,Q176546,1
4284,Q673378,1
4285,Q638241,1
4286,Q77268,1
4287,Q685190,1
4288,Q1959370,1
4289,Q1818578,1
4290,Q1145479,1
4291,Q261812,1
4292,Q171571,1
4293,Q3569655,1
4294,Q4617,1
4295,Q501296,1
4296,Q17578498,1
4300,Q89420,1
4303,Q7515996,1
4304,Q218416,1
4306,Q66085,1
4307,Q17619063,1
4308,Q1101024,1
4309,Q416934,1
4310,Q82466,1
4311,Q431117,1
4312,Q560368,1
4313,Q1812923,1
4314,Q199943,1
4316,Q7841209,1
4317,Q663525,1
4319,Q1131533,1
4320,Q2273559,1
4321,Q2017663,1
4322,Q835675,1
4323,Q1393478,1
4324,Q944058,1
4325,Q1849061,1
4326,Q178969,1
4327,Q434603,1
4328,Q961041,1
4329,Q1497683,1
4330,Q2629380,1
4331,Q700116,1
4332,Q1578761,1
4333,Q444198,1
4334,Q1873025,1
4335,Q852573,1
4336,Q2092382,1
4337,Q1145488,1
4338,Q1237470,1
4339,Q11308680,1
4340,Q285586,1
4341,Q700881,1
4342,Q909743,1
4343,Q291339,1
4344,Q310796,1
4346,Q610980,1
4347,Q535721,1
4348,Q317784,1
4349,Q38361,1
4350,Q896258,0
4350,Q503205,0
4351,Q26695,1
4353,Q1689300,1
4354,Q7811375,1
4356,Q578376,1
4357,Q2639422,1
4358,Q7766460,1
4359,Q898820,1
4361,Q617822,1
4363,Q110919,1
4365,Q1886368,1
4366,Q690328,1
4368,Q841368,1
4369,Q2117272,1
4370,Q4975485,1
4371,Q2394249,1
4372,Q4972576,1
4373,Q3698812,1
4374,Q3942977,1
4375,Q221101,1
4376,Q3399826,1
4377,Q911803,1
4379,Q1120697,1
4380,Q187857,1
4381,Q4354474,1
4382,Q527586,1
4383,Q945614,1
4384,Q1422381,1
4385,Q1348695,1
4386,Q13034776,1
4387,Q1234588,1
4388,Q6140852,1
4389,Q290224,1
4390,Q18690353,1
4391,Q551091,1
4394,Q1003262,1
4402,Q605586,1
4405,Q127330,1
4412,Q1424974,1
4424,Q108912,1
4427,Q3962627,1
4428,Q1141872,1
4430,Q2635754,1
4431,Q7608258,1
4432,Q1047508,1
4433,Q5604816,1
4434,Q1373222,1
4435,Q286364,1
4436,Q3291259,1
4438,Q182622,1
4439,Q1228689,1
4440,Q7858113,1
4441,Q7852370,1
4442,Q1475006,1
4443,Q2683245,1
4444,Q126128,1
4445,Q4840453,1
4446,Q7609241,1
4447,Q465296,1
4448,Q9619,1
4449,Q2411447,1
4450,Q97599187,1
4451,Q2704085,1
4452,Q4920691,1
4455,Q295542,1
4457,Q841701,1
4458,Q319610,1
4459,Q10283447,1
4460,Q384023,1
4461,Q10302246,1
4462,Q1686590,1
4463,Q5444573,1
4464,Q10385626,1
4465,Q5340320,1
4466,Q9629164,1
4469,Q975016,1
4474,Q353853,1
4481,Q6531023,1
4486,Q1550910,1
4487,Q773246,1
4488,Q236762,1
4489,Q175104,1
4490,Q574885,1
4491,Q350368,1
4492,Q230990,1
4493,Q214418,1
4494,Q962103,1
4495,Q219782,1
4496,Q5591705,1
4497,Q1537805,1
4498,Q25212309,1
4500,Q2089767,1
4503,Q1329164,1
4504,Q2293533,1
4511,Q1791765,1
4515,Q51729,1
4516,Q497441,1
4517,Q307368,1
4519,Q7968512,1
4520,Q206181,1
4521,Q1473092,1
4522,Q208681,1
4524,Q442207,1
4525,Q3082889,1
4526,Q200769,1
4527,Q2161810,1
4529,Q60339,1
4530,Q781634,1
4531,Q256813,1
4532,Q709464,1
4534,Q2474239,1
4535,Q272931,1
4536,Q741600,1
4537,Q1386899,1
4538,Q26933,1
4539,Q508412,1
4540,Q537970,1
4541,Q189080,1
4542,Q508202,1
4543,Q206112,1
4544,Q438124,1
4545,Q231286,1
4548,Q8049670,1
4550,Q933998,1
4551,Q1823053,1
4552,Q3427646,1
4553,Q236505,1
4554,Q466032,1
4555,Q19376722,0
4555,Q489210,0
4555,Q3191577,0
4555,Q12977435,0
4556,Q896815,1
4557,Q6954687,1
4558,Q476119,1
4559,Q826185,1
4560,Q234556,1
4561,Q317169,1
4563,Q195777,1
4564,Q46321,1
4565,Q199901,1
4566,Q233377,1
4567,Q646068,1
4568,Q466355,1
4569,Q274836,1
4571,Q256056,1
4572,Q11690447,1
4573,Q456038,1
4574,Q438463,1
4575,Q18804,1
4577,Q433439,1
4578,Q19826065,1
4580,Q2485035,1
4581,Q1051531,1
4582,Q298360,1
4585,Q298694,1
4587,Q1547848,1
4588,Q5013748,1
4590,Q316872,1
4591,Q6061091,1
4592,Q1814766,1
4593,Q6817228,1
4596,Q162634,1
4597,Q1180841,1
4598,Q785051,1
4599,Q741060,1
4600,Q2292862,1
4603,Q377387,1
4604,Q6353138,1
4605,Q954332,1
4606,Q2030873,1
4608,Q326074,1
4609,Q681453,1
4610,Q1671518,1
4611,Q1517060,1
4612,Q1660649,1
4613,Q1126314,1
4615,Q686550,1
4616,Q356305,1
4617,Q2123862,1
4618,Q242873,1
4619,Q267070,1
4620,Q154216,1
4621,Q4037236,1
4622,Q1860769,1
4624,Q6687604,1
4627,Q288664,0
4627,Q2751645,0
4627,Q1960018,0
4632,Q3966794,1
4636,Q2300963,1
4639,Q3967455,1
4640,Q3522455,1
4642,Q2337509,1
4649,Q25147,1
4652,Q6494345,1
4653,Q2038724,1
4657,Q376184,1
4659,Q1332070,1
4660,Q354158,1
4662,Q1806264,1
4666,Q175277,1
4669,Q672432,1
4670,Q1132855,1
4671,Q346701,1
4675,Q612471,1
4678,Q1259710,1
4679,Q683285,1
4680,Q883182,0
4680,Q4925594,0
4680,Q11191345,0
4680,Q56056846,0
4680,Q67184261,0
4681,Q164144,1
4686,Q236748,1
4690,Q1028089,1
4691,Q498460,1
4692,Q1478773,1
4693,Q1818542,1
4694,Q9639368,1
4695,Q2094226,1
4696,Q351055,1
4697,Q3296452,1
4698,Q5639427,1
4700,Q3373926,1
4701,Q257403,1
4702,Q457305,1
4703,Q5395892,1
4704,Q237197,1
4705,Q165386,1
4706,Q703787,1
4707,Q234767,1
4708,Q7800072,1
4709,Q2091793,1
4710,Q44857,1
4711,Q263117,1
4716,Q432243,1
4717,Q10385431,1
4719,Q863099,1
4720,Q1288216,1
4722,Q810864,1
4723,Q1678514,1
4724,Q2412878,0
4724,Q2295113,0
4725,Q725341,1
4726,Q12318185,1
4727,Q982784,1
4728,Q455732,1
4731,Q903185,1
4732,Q1420144,1
4733,Q686489,1
4734,Q359835,1
4735,Q2631913,1
4736,Q3561554,1
4737,Q17086926,1
4740,Q3639803,1
4741,Q4033124,1
4742,Q724582,1
4744,Q5603138,1
4745,Q2026981,1
4746,Q617116,1
4747,Q1418897,1
4748,Q3300683,1
4749,Q5447905,1
4750,Q707921,1
4751,Q4289296,1
4753,Q7941606,1
4755,Q5299629,1
4756,Q1491799,1
4758,Q7380754,1
4759,Q5135519,1
4760,Q258794,1
4761,Q5264967,1
4762,Q338835,1
4763,Q5196989,1
4764,Q718287,1
4766,Q11786389,1
4767,Q232067,1
4768,Q7347177,1
4769,Q2594319,1
4770,Q450859,1
4772,Q684573,1
4773,Q242838,1
4774,Q356329,1
4775,Q555552,1
4776,Q12072263,1
4777,Q713523,1
4778,Q366719,1
4779,Q381883,1
4780,Q464277,1
4781,Q484595,1
4782,Q312053,1
4783,Q7711201,1
4784,Q273171,1
4785,Q770732,1
4786,Q2372249,1
4787,Q755034,1
4788,Q3447167,1
4789,Q2496575,1
4790,Q943241,1
4791,Q1534282,1
4792,Q1754027,1
4793,Q2932544,1
4794,Q924730,1
4795,Q2294322,1
4796,Q1262590,1
4797,Q10374296,1
4799,Q10346026,1
4800,Q1141763,1
4801,Q10290856,1
4802,Q243014,1
4803,Q519031,1
4805,Q117684,1
4806,Q3891609,1
4807,Q830586,1
4808,Q18285337,1
4809,Q1635619,0
4809,Q7762100,0
4809,Q18690304,0
4810,Q1422247,1
4811,Q314319,1
4812,Q1140107,1
4813,Q7372363,1
4815,Q231811,1
4816,Q1282910,1
4817,Q499971,1
4818,Q6963370,1
4819,Q2920731,1
4820,Q842156,1
4821,Q265222,1
4822,Q375364,1
4823,Q10262106,1
4824,Q3962792,1
4825,Q3391253,1
4826,Q958768,1
4827,Q521523,1
4828,Q10283443,1
4830,Q816257,1
4831,Q7730356,1
4832,Q1881393,1
4833,Q927112,1
4834,Q9696506,1
4835,Q798626,1
4836,Q260297,1
4837,Q1959559,1
4838,Q10363812,1
4839,Q9583122,1
4842,Q3391919,1
4844,Q3141261,0
4844,Q107272608,0
4846,Q18476986,1
4847,Q1390974,0
4847,Q5428421,0
4847,Q10847142,0
4848,Q18275512,1
4849,Q10303521,1
4850,Q7623765,1
4851,Q5367834,1
4852,Q1807608,1
4853,Q316508,1
4855,Q4050843,1
4861,Q48995913,1
4863,Q684923,1
4865,Q1673709,1
4867,Q7709056,1
4868,Q3724579,1
4869,Q806240,1
4870,Q3954832,1
4871,Q682363,1
4872,Q688447,1
4873,Q375123,1
4874,Q3796789,1
4875,Q1478944,1
4876,Q571210,1
4877,Q1182075,1
4879,Q726076,1
4880,Q76901,1
4883,Q742804,1
4884,Q3002397,1
4885,Q1125169,1
4898,Q4676462,1
4912,Q694177,1
4913,Q152222,1
4915,Q185465,1
4916,Q5510915,1
4917,Q57833,1
4918,Q521288,1
4919,Q217427,1
4920,Q106221,1
4921,Q109045,1
4923,Q313362,1
4924,Q234939,1
4925,Q172303,1
4927,Q363241,1
4929,Q7045284,1
4930,Q2808,1
4932,Q234388,1
4933,Q618004,1
4934,Q682265,1
4935,Q3790164,1
4936,Q1253815,1
4937,Q56761724,1
4938,Q4818375,1
4939,Q4035019,1
4940,Q325657,1
4942,Q4052441,1
4943,Q6411351,1
4944,Q3319670,1
4945,Q2215353,1
4946,Q2414697,1
4947,Q20875574,1
4948,Q952081,1
4949,Q685017,1
4950,Q10854283,1
4951,Q3522451,1
4952,Q968088,1
4953,Q4007686,1
4954,Q3655363,1
4955,Q669464,1
4956,Q6906965,1
4957,Q3622427,1
4958,Q3200991,1
4959,Q952870,1
4960,Q2554355,1
4961,Q5252478,1
4962,Q1056805,1
4963,Q3881056,1
4964,Q18923510,1
4965,Q483140,1
4967,Q3804671,1
4968,Q345500,1
4969,Q2588639,1
4970,Q1261136,1
4971,Q1140587,1
4972,Q445096,1
4973,Q2086805,1
4974,Q361329,1
4975,Q977526,1
4976,Q560126,1
4977,Q958683,1
4978,Q1334471,1
4979,Q2075205,1
4980,Q270700,1
4981,Q304966,1
4982,Q216179,1
4983,Q1118831,0
4983,Q5361855,0
4984,Q1117206,1
4985,Q2603675,1
4986,Q3066833,1
4987,Q1197287,1
4988,Q5108136,1
4991,Q103759,1
4993,Q504409,1
4994,Q953444,1
4995,Q1200989,1
4997,Q995592,1
4998,Q4038230,1
4999,Q1332158,1
5000,Q152066,1
5001,Q900597,1
5002,Q1365561,1
5003,Q1774590,1
5004,Q1370393,1
5005,Q362516,1
5006,Q5281067,1
5007,Q2258352,1
5008,Q772684,1
5010,Q1397782,1
5011,Q3612527,1
5012,Q3978617,1
5013,Q1592316,1
5014,Q522043,1
5015,Q1787908,1
5016,Q682299,1
5018,Q21075,1
5020,Q846308,1
5022,Q174817,1
5027,Q1431678,1
5028,Q1347250,1
5029,Q7835719,1
5030,Q1469656,1
5031,Q3542574,1
5032,Q452364,1
5033,Q7761774,1
5034,Q9205987,0
5034,Q2179020,0
5035,Q4979625,1
5036,Q188648,1
5038,Q7342385,1
5039,Q7694132,1
5040,Q359474,1
5041,Q3050508,1
5042,Q322422,1
5043,Q2427797,1
5045,Q544018,1
5048,Q316029,1
5050,Q28867933,1
5052,Q3192647,1
5058,Q213670,1
5060,Q1453940,1
5061,Q5024776,1
5062,Q3027518,1
5063,Q47227,1
5064,Q6001146,1
5065,Q403981,1
5067,Q800133,1
5068,Q3723789,1
5069,Q158442,1
5070,Q1785023,1
5071,Q1067983,1
5072,Q321339,1
5073,Q1410018,1
5074,Q963350,1
5075,Q1159308,1
5076,Q179767,1
5077,Q44315,1
5078,Q135908,1
5079,Q230836,1
5080,Q150750,1
5081,Q280732,1
5085,Q869804,1
5086,Q311193,1
5087,Q24760,1
5088,Q469154,1
5090,Q447958,1
5091,Q7398106,1
5092,Q274191,1
5093,Q285832,1
5096,Q900873,1
5098,Q1088482,1
5099,Q282531,1
5100,Q1353720,1
5101,Q1376262,1
5102,Q966066,1
5104,Q1114759,1
5105,Q1051751,1
5107,Q3203287,1
5111,Q1392571,1
5113,Q1092459,1
5114,Q541486,1
5115,Q323821,1
5117,Q3475528,1
5119,Q1275017,1
5120,Q1809529,1
5122,Q2425913,1
5123,Q1135315,1
5124,Q435965,1
5126,Q597911,1
5129,Q1620630,1
5130,Q940430,1
5134,Q831668,1
5135,Q300522,1
5137,Q5254914,1
5140,Q2187393,1
5141,Q2407684,1
5143,Q15847538,1
5146,Q10637493,1
5147,Q2617421,1
5148,Q5357414,1
5149,Q238827,1
5150,Q234356,1
5151,Q167850,1
5152,Q1473311,1
5153,Q254510,1
5154,Q2129943,1
5155,Q2271828,1
5156,Q1282910,1
5157,Q4672359,1
5158,Q357476,1
5159,Q4056204,0
5159,Q2565255,0
5160,Q552119,1
5161,Q7732304,1
5163,Q317469,1
5164,Q2629200,1
5165,Q1335689,1
5166,Q453987,1
5167,Q4971533,1
5168,Q364131,1
5169,Q1478077,1
5170,Q616239,1
5171,Q320895,1
5172,Q622815,1
5173,Q1550383,1
5174,Q5507781,1
5175,Q180861,1
5176,Q761588,1
5177,Q2299409,1
5178,Q546501,1
5179,Q1397125,1
5180,Q1321152,1
5181,Q3504940,1
5182,Q433167,1
5183,Q2304059,1
5184,Q274944,1
5185,Q2295497,1
5186,Q3058998,1
5187,Q3786977,1
5188,Q664467,1
5189,Q803691,1
5190,Q603853,1
5192,Q818198,1
5193,Q2538314,1
5195,Q7462682,1
5196,Q3197092,1
5197,Q1572116,1
5198,Q469077,1
5199,Q6372687,1
5200,Q1277171,1
5202,Q2754718,1
5203,Q7317400,1
5204,Q4891386,1
5205,Q1358175,1
5206,Q1675588,1
5207,Q6125336,1
5208,Q2717771,1
5209,Q3809859,1
5210,Q2579885,1
5212,Q190251,1
5213,Q81748315,1
5215,Q167977,1
5216,Q857965,1
5217,Q2412660,1
5219,Q1397606,1
5222,Q2056823,1
5223,Q16538987,1
5225,Q10355575,1
5226,Q2059219,1
5227,Q942738,1
5228,Q1189625,1
5229,Q7733724,1
5232,Q384655,1
5233,Q1811037,1
5235,Q523995,1
5236,Q1344002,1
5237,Q533284,1
5238,Q1393935,1
5239,Q1027200,1
5241,Q467940,1
5242,Q634852,1
5244,Q7825218,1
5246,Q5638010,1
5247,Q4381016,1
5248,Q2474993,1
5249,Q276170,1
5250,Q957627,1
5252,Q6133255,1
5254,Q44398,1
5255,Q7736864,1
5256,Q366671,1
5257,Q233937,1
5258,Q348658,1
5259,Q2670582,1
5260,Q1798554,1
5261,Q1431662,1
5262,Q1464456,1
5263,Q233937,1
5264,Q707446,1
5266,Q234445,1
5267,Q231233,1
5270,Q294812,1
5271,Q441834,1
5273,Q441834,1
5274,Q298371,1
5275,Q296484,1
5278,Q314424,1
5279,Q231006,1
5280,Q233739,1
5285,Q234137,1
5286,Q4765883,1
5288,Q5480186,1
5291,Q6186570,1
5292,Q314427,1
5293,Q13257763,1
5294,Q1955143,1
5295,Q679697,1
5296,Q285966,1
5297,Q752170,1
5298,Q181874,1
5299,Q573017,1
5300,Q592360,1
5301,Q288918,1
5302,Q544024,1
5303,Q729505,1
5304,Q1799314,1
5305,Q294037,1
5306,Q938630,1
5307,Q2889609,1
5309,Q611020,1
5310,Q169472,1
5312,Q4933900,1
5313,Q456919,1
5315,Q1158503,1
5316,Q1657191,1
5317,Q164869,1
5318,Q1799314,1
5320,Q7268249,1
5321,Q670315,1
5324,Q689788,1
5326,Q555162,1
5328,Q5384908,1
5329,Q4049424,1
5330,Q5643688,1
5332,Q765268,1
5333,Q94291028,1
5334,Q7403497,1
5336,Q7076269,1
5337,Q7198825,1
5338,Q813941,1
5342,Q2362276,1
5345,Q3349028,1
5346,Q722943,1
5348,Q534511,1
5351,Q6057584,1
5352,Q1684930,1
5353,Q560642,1
5356,Q593581,1
5358,Q914209,1
5363,Q636058,1
5364,Q3421357,1
5365,Q552377,0
5365,Q5270816,0
5365,Q12690732,0
5366,Q1850272,1
5368,Q999310,1
5369,Q449410,1
5370,Q177989,1
5372,Q1397421,1
5373,Q1282692,1
5375,Q5969,1
5376,Q351869,1
5379,Q1378022,1
5381,Q2294322,1
5382,Q82311,1
5385,Q2440934,1
5386,Q3987840,1
5387,Q2524092,1
5392,Q439267,1
5393,Q766930,1
5394,Q1049726,1
5395,Q362371,1
5396,Q3420487,1
5397,Q648563,1
5398,Q1965472,1
5399,Q6669284,1
5400,Q166303,1
5401,Q863140,1
5403,Q1141454,1
5404,Q1931356,1
5406,Q1294299,1
5409,Q455818,1
5410,Q17143626,1
5411,Q450422,1
5412,Q1514317,1
5413,Q2705432,1
5414,Q1028565,1
5415,Q2349474,1
5416,Q1325248,1
5417,Q1425803,1
5418,Q297486,1
5419,Q2036876,1
5420,Q44634,1
5421,Q2031780,1
5422,Q7572815,1
5423,Q426068,1
5424,Q1398466,1
5425,Q1427329,1
5426,Q1551328,1
5427,Q9614654,1
5428,Q978677,1
5429,Q3110691,1
5430,Q222628,1
5432,Q903536,1
5433,Q337089,1
5434,Q1163207,1
5435,Q7448243,1
5436,Q1132434,1
5437,Q1474836,1
5439,Q978591,1
5440,Q1142296,1
5441,Q715987,1
5443,Q1356607,1
